📺央视,#genre#
重庆卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226145/1.m3u8
贵州卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225892/1.m3u8
贵州卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226272/1.m3u8
贵州卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225980/1.m3u8
海南卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225816/1.m3u8
海南卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226270/1.m3u8
海南卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226151/1.m3u8
陕西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225807/1.m3u8
陕西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226475/1.m3u8
陕西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225934/1.m3u8
陕西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225940/1.m3u8
甘肃卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225783/1.m3u8
甘肃卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226451/1.m3u8
甘肃卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225963/1.m3u8
广西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225786/1.m3u8
广西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226269/1.m3u8
广西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226124/1.m3u8
康巴卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226153/1.m3u8
康巴卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226484/1.m3u8
康巴卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226205/1.m3u8
青海卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225992/1.m3u8
青海卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226284/1.m3u8
青海卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225993/1.m3u8
西藏卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226011/1.m3u8
西藏卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226478/1.m3u8
西藏卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226016/1.m3u8
新疆卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226008/1.m3u8
新疆卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225810/1.m3u8
新疆卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226288/1.m3u8
延边卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226162/1.m3u8
延边卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226013/1.m3u8
延边卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226481/1.m3u8
兵团卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226349/1.m3u8
兵团卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225751/1.m3u8
兵团卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226314/1.m3u8
大湾区卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225760/1.m3u8
内蒙古卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225801/1.m3u8
内蒙古卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226469/1.m3u8
内蒙古卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226169/1.m3u8
宁夏卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225928/1.m3u8
宁夏卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225798/1.m3u8
宁夏卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226287/1.m3u8
农林卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226170/1.m3u8
农林卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226058/1.m3u8
农林卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226311/1.m3u8

☘️山西,#genre#
山西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226150/1.m3u8
山西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226222/1.m3u8
山西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226296/1.m3u8
山西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225733/1.m3u8
山西卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225844/1.m3u8
山西文体生活,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226161/1.m3u8
山西文体生活,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226424/1.m3u8
山西黄河,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226239/1.m3u8
山西黄河,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226343/1.m3u8
山西影视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226225/1.m3u8
山西影视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226340/1.m3u8
山西经济与科技,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226147/1.m3u8
山西经济与科技,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226242/1.m3u8
山西社会与法治,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226337/1.m3u8
山西社会与法治,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226421/1.m3u8
太原新闻综合,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226502/1.m3u8
阳泉新闻综合,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226347/1.m3u8
晋中新闻综合,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226341/1.m3u8
忻州新闻综合,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226315/1.m3u8
晋城新闻综合,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226344/1.m3u8
朔州新闻综合,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226508/1.m3u8
临汾-1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226353/1.m3u8
吕梁-1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226350/1.m3u8
长治-1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226505/1.m3u8
运城-1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225988/1.m3u8
运城-1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226496/1.m3u8
运城-1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226356/1.m3u8
运城-2,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225985/1.m3u8
运城-2,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226309/1.m3u8
运城盐湖频道,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226044/1.m3u8
运城盐湖频道,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226329/1.m3u8
左权-1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225991/1.m3u8
左权-1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226332/1.m3u8
稷山电视台,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226196/1.m3u8
稷山电视台,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226306/1.m3u8
潞城电视台,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225964/1.m3u8
潞城电视台,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226312/1.m3u8
霍州综合,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225952/1.m3u8
霍州综合,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226326/1.m3u8
永和电视台,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225832/1.m3u8
永和电视台,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226320/1.m3u8
绛县综合,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226493/1.m3u8
山西焦煤,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225979/1.m3u8
山西卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226531/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EokFa56wMKUpB1vaIjEe92A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPoj5DNJHruOghC7vAQxinJ%2CEND
山西卫视,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226531/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcnoJZd_sZxCC6bZYZh4R6g%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
山西卫视,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226920/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcnoJZd_sZxCC6bZYZh4R6g%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
山西经济与科技,http://www.dsk.cc/sxitv/sxzb.html?id=sxjj
山西影视,http://www.dsk.cc/sxitv/sxzb.html?id=sxys
山西社会与法治,http://www.dsk.cc/sxitv/sxzb.html?id=sxshfz
山西文体生活,http://www.dsk.cc/sxitv/sxzb.html?id=sxwtsh
山西黄河,http://www.dsk.cc/sxitv/sxzb.html?id=sxhh
娄烦电视台,https://d2lp2ch2.live.sxmty.com/live/hls/dd05b3d63074444abe815913a24d3a35/4c59b61fb67f4a45b7fa1f8416b9fffb-1.m3u8
清徐电视台,http://www.dsk.cc/p/gdy.html?id=qxtv
阳曲综合,https://83awgyp5.live.sxmty.com/live/hls/6f6f4b36f9bd42628b718b595ba507ed/724b7e8907a8414d873eb2a2f69bfa18.m3u8?zshanxd
阳泉新闻综合,http://www.dsk.cc/sxitv/yqtv.html?id=yqxwzh
阳泉科教,http://www.dsk.cc/sxitv/yqtv.html?id=yqkj
大同新闻综合,http://www.dsk.cc/sxitv/dttv.html?id=xwzh
大同公共,http://www.dsk.cc/sxitv/dttv.html?id=ggpd
大同生活,http://www.dsk.cc/sxitv/dttv.html?id=mdsh
灵丘电视台,http://player4.juyun.tv/tv/150434132.m3u8
左云电视台,http://wu31afbh.live.sxmty.com/live/hls/c5a0ebd3e73b4c4cbc91ea3b9abf1f54/51859030f2384070bf5bedce43126f6b-1.m3u8
朔州新闻综合,http://www.dsk.cc/sxitv/sztv.html?id=szxwzh
朔州生活公共,http://www.dsk.cc/sxitv/sztv.html?id=szshyl
怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8
怀仁综合,https://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc-1.m3u8
五台融媒,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8
五台融媒,http://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8
保德综合,http://www.dsk.cc/sxitv/sxy.php?id=bdzh
吕梁-1,http://www.dsk.cc/p/gdy.html?id=lltv1
吕梁-2,http://www.dsk.cc/p/gdy.html?id=lltv2
离石综合,http://p2bj.vzan.com/slowlive/409432888792717927/live.m3u8
孝义电视台,https://play-albj.vzan.com/357691/887637126393858535/live.m3u8
交城融媒,http://www.dsk.cc/p/gdy.html?id=jctv
柳林综合,http://pili-live-rtmp.212.i2863.com/i2863-212/live_212_336940.m3u8?zshanxd
晋中新闻综合,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
晋中新闻综合,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
左权-1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225991/1.m3u8
晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
平遥融媒,http://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05.m3u8
平遥融媒,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8
太谷新闻综合,https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&tpid=1516989100&type=0
太谷新闻综合,http://p2.vzan.com/slowlive/596867413819827251/live.m3u8
祁县新闻综合,http://ggpagerl.live.sxmty.com/live/hls/b350dc1ac5da45c2b2233f6eb122ddf4/49d3766c7f204685a2a8f027b234c33d.m3u8
长治-1,http://live.njgdmm.com/changzhi/cztv1.m3u8
长治-2,http://live.njgdmm.com/changzhi/cztv2.m3u8
